[23:15:20][no_game_date][pdxassetutil.cpp:1098]: Duplicate texture 'SOV_infantry_diffuse.dds' found (current path 'gfx/models/units/infantry/SOV_infantry_diffuse.dds', previous path 'gfx/models/units/SOV_infantry_diffuse.dds')
[23:15:29][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_HOL_adv_heavy_tank", associated with HOL heavy_tank_chassis
[23:15:29][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_HOL_basic_medium_tank", associated with HOL medium_tank_chassis
[23:15:29][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_HOL_imp_medium_tank", associated with HOL medium_tank_chassis
[23:15:29][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_HOL_adv_medium_tank", associated with HOL medium_tank_chassis
[23:15:29][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_HOL_basic_light_tank", associated with HOL light_tank_chassis
[23:15:29][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_HOL_imp_light_tank", associated with HOL light_tank_chassis
[23:15:29][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_HOL_adv_light_tank", associated with HOL light_tank_chassis
[23:15:29][no_game_date][equipment_graphic_database.cpp:59]: Entity referenced in equipment graphic database does not exist: "ITA_heavy_armor_entity", associated with ITA heavy_tank_chassis_1
[23:15:29][no_game_date][equipment_graphic_database.cpp:59]: Entity referenced in equipment graphic database does not exist: "ITA_heavy_armor_entity", associated with ITA heavy_tank_chassis_3
[23:15:29][no_game_date][equipment_graphic_database.cpp:59]: Entity referenced in equipment graphic database does not exist: "ITA_heavy_armor_entity", associated with ITA heavy_tank_chassis_2
[23:15:29][no_game_date][equipment_graphic_database.cpp:59]: Entity referenced in equipment graphic database does not exist: "ITA_light_armor_entity", associated with ITA light_tank_chassis_2
[23:15:29][no_game_date][equipment_graphic_database.cpp:59]: Entity referenced in equipment graphic database does not exist: "ITA_light_armor_entity", associated with ITA light_tank_chassis_3
[23:15:29][no_game_date][equipment_graphic_database.cpp:59]: Entity referenced in equipment graphic database does not exist: "ITA_light_armor_entity", associated with ITA light_tank_chassis_0
[23:15:29][no_game_date][equipment_graphic_database.cpp:59]: Entity referenced in equipment graphic database does not exist: "ITA_light_armor_entity", associated with ITA light_tank_chassis_1
[23:15:29][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_POR_basic_heavy_tank", associated with POR heavy_tank_chassis
[23:15:29][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_POR_imp_heavy_tank", associated with POR heavy_tank_chassis
[23:15:29][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_POR_adv_heavy_tank", associated with POR heavy_tank_chassis
[23:15:29][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_POR_basic_medium_tank", associated with POR medium_tank_chassis
[23:15:29][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_POR_imp_medium_tank", associated with POR medium_tank_chassis
[23:15:29][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_POR_adv_medium_tank", associated with POR medium_tank_chassis
[23:15:29][no_game_date][equipment_graphic_database.cpp:59]: Entity referenced in equipment graphic database does not exist: "POR_light_armor_entity", associated with POR light_tank_chassis_0
[23:15:29][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_POR_basic_light_tank", associated with POR light_tank_chassis
[23:15:29][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_POR_imp_light_tank", associated with POR light_tank_chassis
[23:15:29][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_POR_adv_light_tank", associated with POR light_tank_chassis
[23:15:29][no_game_date][equipment_graphic_database.cpp:45]: File referenced in equipment graphic database does not exist: "gfx/interface/equipmentdesigner/tanks/designer/lamp_RAJ/heavy_2/RAJ_churchill_mk4_cRAJ_turret_na75.dds", associated with RAJ heavy_tank_chassis_2
[23:15:29][no_game_date][equipment_graphic_database.cpp:45]: File referenced in equipment graphic database does not exist: "gfx/interface/equipmentdesigner/tanks/designer/lamp_RAJ/heavy_2/RAJ_churchill_mk4_cRAJ_turret.dds", associated with RAJ heavy_tank_chassis_2
[23:15:29][no_game_date][equipment_graphic_database.cpp:45]: File referenced in equipment graphic database does not exist: "gfx/interface/equipmentdesigner/tanks/designer/lamp_RAJ/light_2/RAJ_cruiser_tank_mk_3dds", associated with RAJ light_tank_chassis_2
[23:15:29][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_SPR_basic_heavy_tank", associated with SPR heavy_tank_chassis
[23:15:29][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_SPR_imp_heavy_tank", associated with SPR heavy_tank_chassis
[23:15:29][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_SPR_adv_heavy_tank", associated with SPR heavy_tank_chassis
[23:15:29][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_SPR_basic_medium_tank", associated with SPR medium_tank_chassis
[23:15:29][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_SPR_imp_medium_tank", associated with SPR medium_tank_chassis
[23:15:29][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_SPR_adv_medium_tank", associated with SPR medium_tank_chassis
[23:15:29][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_SPR_basic_light_tank", associated with SPR light_tank_chassis
[23:15:29][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_SPR_imp_light_tank", associated with SPR light_tank_chassis
[23:15:29][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_SPR_adv_light_tank", associated with SPR light_tank_chassis
[23:15:29][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_CZE_basic_heavy_tank", associated with CZE heavy_tank_chassis
[23:15:29][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_CZE_imp_heavy_tank", associated with CZE heavy_tank_chassis
[23:15:29][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_CZE_adv_heavy_tank", associated with CZE heavy_tank_chassis
[23:15:29][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_CZE_basic_main_tank", associated with CZE medium_tank_chassis
[23:15:29][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_CZE_imp_main_tank", associated with CZE medium_tank_chassis
[23:15:29][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_CZE_adv_main_tank", associated with CZE medium_tank_chassis
[23:15:29][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_CZE_gwtank", associated with CZE light_tank_chassis
[23:15:29][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_CZE_basic_light_tank", associated with CZE light_tank_chassis
[23:15:29][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_CZE_imp_light_tank", associated with CZE light_tank_chassis
[23:15:29][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_CZE_adv_light_tank", associated with CZE light_tank_chassis
[23:15:29][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_EST_heavy_fighter3_medium", associated with EST medium_plane_airframe
[23:15:29][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_EST_tactical_bomber3_medium", associated with EST medium_plane_airframe
[23:15:29][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_EST_heavy_fighter2_medium", associated with EST medium_plane_airframe
[23:15:29][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_EST_tactical_bomber2_medium", associated with EST medium_plane_airframe
[23:15:29][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_EST_heavy_fighter1_medium", associated with EST medium_plane_airframe
[23:15:29][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_EST_tactical_bomber1_medium", associated with EST medium_plane_airframe
[23:15:29][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_EST_early_bomber_medium", associated with EST medium_plane_airframe
[23:15:29][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_EST_naval_bomber3_medium", associated with EST cv_small_plane_airframe
[23:15:29][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_EST_CAS3_medium", associated with EST cv_small_plane_airframe
[23:15:29][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_EST_fighter3_medium", associated with EST cv_small_plane_airframe
[23:15:29][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_EST_fighter2_medium", associated with EST cv_small_plane_airframe
[23:15:29][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_EST_CAS2_medium", associated with EST cv_small_plane_airframe
[23:15:29][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_EST_naval_bomber2_medium", associated with EST cv_small_plane_airframe
[23:15:29][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_EST_naval_bomber1_medium", associated with EST cv_small_plane_airframe
[23:15:29][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_EST_CAS1_medium", associated with EST cv_small_plane_airframe
[23:15:29][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_EST_fighter1_medium", associated with EST cv_small_plane_airframe
[23:15:29][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_EST_early_fighter_medium", associated with EST cv_small_plane_airframe
[23:15:29][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_EST_strategic_bomber3_medium", associated with EST large_plane_airframe
[23:15:29][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_EST_strategic_bomber2_medium", associated with EST large_plane_airframe
[23:15:29][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_EST_strategic_bomber1_medium", associated with EST large_plane_airframe
[23:15:29][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_EST_naval_bomber3_medium", associated with EST small_plane_airframe
[23:15:29][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_EST_CAS3_medium", associated with EST small_plane_airframe
[23:15:29][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_EST_fighter3_medium", associated with EST small_plane_airframe
[23:15:29][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_EST_fighter2_medium", associated with EST small_plane_airframe
[23:15:29][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_EST_CAS2_medium", associated with EST small_plane_airframe
[23:15:29][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_EST_naval_bomber2_medium", associated with EST small_plane_airframe
[23:15:29][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_EST_naval_bomber1_medium", associated with EST small_plane_airframe
[23:15:29][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_EST_CAS1_medium", associated with EST small_plane_airframe
[23:15:29][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_EST_fighter1_medium", associated with EST small_plane_airframe
[23:15:29][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_EST_early_fighter_medium", associated with EST small_plane_airframe
[23:15:29][no_game_date][equipment_graphic_database.cpp:59]: Entity referenced in equipment graphic database does not exist: "USA_jet_plane_entity", associated with USA cv_small_plane_airframe_4
[23:15:29][no_game_date][equipment_graphic_database.cpp:59]: Entity referenced in equipment graphic database does not exist: "USA_jet_plane_entity", associated with USA small_plane_airframe_4
[23:15:29][no_game_date][equipment_graphic_database.cpp:45]: File referenced in equipment graphic database does not exist: "gfx/interface/equipmentdesigner/tanks/designer/lamp_NZL/heavy_2/NZL_churchill_mk4_cNZL_turret_na75.dds", associated with NZL heavy_tank_chassis_2
[23:15:29][no_game_date][equipment_graphic_database.cpp:45]: File referenced in equipment graphic database does not exist: "gfx/interface/equipmentdesigner/tanks/designer/lamp_NZL/heavy_2/NZL_churchill_mk4_cNZL_turret.dds", associated with NZL heavy_tank_chassis_2
[23:15:29][no_game_date][equipment_graphic_database.cpp:45]: File referenced in equipment graphic database does not exist: "gfx/interface/equipmentdesigner/tanks/designer/lamp_NZL/light_2/NZL_cruiser_tank_mk_3dds", associated with NZL light_tank_chassis_2
[23:15:29][no_game_date][equipment_graphic_database.cpp:59]: Entity referenced in equipment graphic database does not exist: "POL_heavy_armor_entity", associated with POL heavy_tank_chassis_1
[23:15:29][no_game_date][equipment_graphic_database.cpp:59]: Entity referenced in equipment graphic database does not exist: "POL_heavy_armor_entity", associated with POL heavy_tank_chassis_3
[23:15:29][no_game_date][equipment_graphic_database.cpp:59]: Entity referenced in equipment graphic database does not exist: "POL_heavy_armor_entity", associated with POL heavy_tank_chassis_2
[23:15:29][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_CHI_basic_heavy_tank", associated with SHX heavy_tank_chassis
[23:15:29][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_CHI_imp_heavy_tank", associated with SHX heavy_tank_chassis
[23:15:29][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_CHI_adv_heavy_tank", associated with SHX heavy_tank_chassis
[23:15:29][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_PRC_basic_heavy_tank", associated with SHX heavy_tank_chassis
[23:15:29][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_PRC_imp_heavy_tank", associated with SHX heavy_tank_chassis
[23:15:29][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_PRC_adv_heavy_tank", associated with SHX heavy_tank_chassis
[23:15:29][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_CHI_basic_medium_tank", associated with SHX medium_tank_chassis
[23:15:29][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_CHI_imp_medium_tank", associated with SHX medium_tank_chassis
[23:15:29][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_CHI_adv_medium_tank", associated with SHX medium_tank_chassis
[23:15:29][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_PRC_basic_medium_tank", associated with SHX medium_tank_chassis
[23:15:29][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_PRC_imp_medium_tank", associated with SHX medium_tank_chassis
[23:15:29][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_PRC_adv_medium_tank", associated with SHX medium_tank_chassis
[23:15:29][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_CHI_gwtank", associated with SHX light_tank_chassis
[23:15:29][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_CHI_basic_light_tank", associated with SHX light_tank_chassis
[23:15:29][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_CHI_imp_light_tank", associated with SHX light_tank_chassis
[23:15:29][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_CHI_adv_light_tank", associated with SHX light_tank_chassis
[23:15:29][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_PRC_basic_light_tank", associated with SHX light_tank_chassis
[23:15:29][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_PRC_imp_light_tank", associated with SHX light_tank_chassis
[23:15:29][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_PRC_adv_light_tank", associated with SHX light_tank_chassis
[23:15:29][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_CHI_basic_heavy_tank", associated with SIK heavy_tank_chassis
[23:15:29][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_CHI_imp_heavy_tank", associated with SIK heavy_tank_chassis
[23:15:29][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_CHI_adv_heavy_tank", associated with SIK heavy_tank_chassis
[23:15:29][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_PRC_basic_heavy_tank", associated with SIK heavy_tank_chassis
[23:15:29][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_PRC_imp_heavy_tank", associated with SIK heavy_tank_chassis
[23:15:29][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_PRC_adv_heavy_tank", associated with SIK heavy_tank_chassis
[23:15:29][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_CHI_basic_medium_tank", associated with SIK medium_tank_chassis
[23:15:29][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_CHI_imp_medium_tank", associated with SIK medium_tank_chassis
[23:15:29][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_CHI_adv_medium_tank", associated with SIK medium_tank_chassis
[23:15:29][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_PRC_basic_medium_tank", associated with SIK medium_tank_chassis
[23:15:29][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_PRC_imp_medium_tank", associated with SIK medium_tank_chassis
[23:15:29][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_PRC_adv_medium_tank", associated with SIK medium_tank_chassis
[23:15:29][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_CHI_gwtank", associated with SIK light_tank_chassis
[23:15:29][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_CHI_basic_light_tank", associated with SIK light_tank_chassis
[23:15:29][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_CHI_imp_light_tank", associated with SIK light_tank_chassis
[23:15:29][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_CHI_adv_light_tank", associated with SIK light_tank_chassis
[23:15:29][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_PRC_basic_light_tank", associated with SIK light_tank_chassis
[23:15:29][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_PRC_imp_light_tank", associated with SIK light_tank_chassis
[23:15:29][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_PRC_adv_light_tank", associated with SIK light_tank_chassis
[23:15:29][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_CHI_basic_heavy_tank", associated with CHI heavy_tank_chassis
[23:15:29][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_CHI_imp_heavy_tank", associated with CHI heavy_tank_chassis
[23:15:29][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_CHI_adv_heavy_tank", associated with CHI heavy_tank_chassis
[23:15:29][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_CHI_basic_medium_tank", associated with CHI medium_tank_chassis
[23:15:29][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_CHI_imp_medium_tank", associated with CHI medium_tank_chassis
[23:15:29][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_CHI_adv_medium_tank", associated with CHI medium_tank_chassis
[23:15:29][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_CHI_gwtank", associated with CHI light_tank_chassis
[23:15:29][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_CHI_basic_light_tank", associated with CHI light_tank_chassis
[23:15:29][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_CHI_imp_light_tank", associated with CHI light_tank_chassis
[23:15:29][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_CHI_adv_light_tank", associated with CHI light_tank_chassis
[23:15:29][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_PRC_basic_heavy_tank", associated with PRC heavy_tank_chassis
[23:15:29][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_PRC_imp_heavy_tank", associated with PRC heavy_tank_chassis
[23:15:29][no_game_date][equipment_graphic_database.cpp:36]: GFX referenced in equipment graphic database does not exist: "GFX_PRC_adv_heavy_tank", associated with PRC heavy_tank_chassis
